,open,close,low,high,volume
2019/6/19 14:48,3715.22,3716.66,3715.22,3716.83,49584000
2019/6/19 14:49,3716.59,3717.22,3716.23,3717.22,41615200
2019/6/19 14:50,3716.87,3717.33,3716.87,3717.33,41266400
2019/6/19 14:51,3717.36,3717.3,3717.28,3717.66,48251200
2019/6/19 14:52,3717.5,3717.03,3717.03,3717.61,53250400
2019/6/19 14:53,3717.03,3716.63,3716.63,3717.26,53865600
2019/6/19 14:54,3716.97,3716.65,3716,3716.97,53563200
2019/6/19 14:55,3716.44,3716.23,3715.78,3716.5,54471200
2019/6/19 14:56,3716.12,3715.83,3715.83,3716.48,63573600
2019/6/19 14:57,3716.16,3716.05,3715.95,3716.71,60737600
2019/6/19 14:58,3715.97,3716.03,3715.97,3716.05,6115200
2019/6/19 14:59,3716.03,3716.03,3716.03,3716.03,0
2019/6/19 15:00,3716.03,3715.94,3715.89,3716.03,109912000
2019/6/20 9:31,3718.94,3717.49,3717.19,3719.44,230272400
2019/6/20 9:32,3720.21,3719.84,3718.6,3720.79,111133300
2019/6/20 9:33,3720.84,3729.02,3720.84,3729.11,117051000
2019/6/20 9:34,3728.86,3724.33,3724.33,3728.86,107388700
2019/6/20 9:35,3724.81,3727.32,3724.81,3727.9,82325100
2019/6/20 9:36,3727.96,3726.59,3726.59,3728.29,90463300
2019/6/20 9:37,3726.2,3721.74,3721.74,3726.2,91729600
2019/6/20 9:38,3721.73,3732.69,3721.33,3732.69,112595300
2019/6/20 9:39,3733.13,3734.52,3733.13,3735.5,103668300
2019/6/20 9:40,3734.64,3736.33,3733.91,3736.33,75919900
2019/6/20 9:41,3736.03,3735.24,3735.04,3736.1,76461200
2019/6/20 9:42,3734.97,3735.69,3734.5,3735.75,83725900
2019/6/20 9:43,3734.8,3733.32,3733.32,3734.99,78234000
2019/6/20 9:44,3732.87,3731.33,3730.63,3732.87,71333700
2019/6/20 9:45,3730.5,3733.18,3730.5,3733.18,81176000
2019/6/20 9:46,3733.1,3736.62,3733.1,3736.71,78157700
2019/6/20 9:47,3737.16,3735.71,3735.4,3737.87,74062800
2019/6/20 9:48,3735.89,3735.31,3735.1,3735.89,62644400
2019/6/20 9:49,3735.16,3736.35,3734.9,3736.41,58432600
2019/6/20 9:50,3736.43,3734.52,3734.38,3736.93,67757600
2019/6/20 9:51,3733.04,3732.07,3732.07,3733.46,62031200
2019/6/20 9:52,3731.71,3735.53,3731.7,3736.29,85220000
2019/6/20 9:53,3735.6,3736.53,3735.18,3736.71,55293400
2019/6/20 9:54,3736.54,3737.96,3736.39,3738.12,49883400
2019/6/20 9:55,3738,3739.99,3737.87,3740.15,64223400
2019/6/20 9:56,3740.6,3744.72,3740.6,3744.79,95409800
2019/6/20 9:57,3745.04,3743.4,3742.5,3745.07,84066800
2019/6/20 9:58,3742.6,3743.28,3742.42,3743.63,81142000
2019/6/20 9:59,3743.07,3743.5,3742.57,3743.5,56225600
2019/6/20 10:00,3743.58,3745.47,3742.76,3745.47,75684400
2019/6/20 10:01,3746.23,3748.27,3745.9,3748.27,95129400
2019/6/20 10:02,3748.82,3750.52,3748.82,3750.81,102946400
2019/6/20 10:03,3751.1,3748.62,3748.18,3751.1,96209200
2019/6/20 10:04,3748.37,3748.12,3747.63,3748.8,64981800
